question,answer
"雷达导引头信息处理系统的首要任务是从复杂受干扰信号中检测目标信号,并实时提取弹目相对位置与相对运动参数,获得制导信息。",T
"预定回路是一个典型的速度控制系统,从结构组成上它是由两个结构基本相同又互相独立的方位和俯仰回路组成。",F
"导引头角跟踪回路的功用是使雷达导引头回波天线在角度上自动跟踪目标,使导引头能连续地接收到目标的回波信号。",T
物体红外辐射能量的波长与其温度成正比。,F
"由于大气的选择性吸收,导致红外辐射的能量集中在某些特定长度的波段附近。",T
"像点位置反映目标偏离光轴的角度大小和方位,目标与像点之间存在一一对应关系。",T
"在调制盘设计过程中,利用等透过率原则可以消除大面积背景辐射对目标信号提取的影响。",T
"定轴性和进动性是陀螺仪的固有属性,无论陀螺仪是否工作,都有此性质。",F
常用的光学陀螺仪包括激光陀螺仪和光纤陀螺仪。,T
一般通过三次转动可以使空间任意两个坐标系重合，每次转动可以的到一个姿态变换矩阵，将这三个姿态变换矩阵依次右乘就得到了总的姿态变换矩阵。,F
"采用复合制导的目的是为了增大制导系统的作用距离,克服单一制导方法的缺点,发挥各种制导方法的优点,提高抗干扰性能和制导系统的制导准确度。",T
"在形成允许截获标志之后,控制算法根据中制导段计算的导弹目标运动参数,给出目标相对导弹的距离、速度和加速度信息,导引头根据目标粗略方位角进行搜索。",F
"从技术角度出发,多模复合方案遵循的原则是各模式的工作频率在电磁频谱上相距越近越好。",F
"导弹是一种空间运动体,除了质心运动和绕质心转动六种状态之外,弹体还有弹性振动、带有液体推进剂时的液体晃动、推力矢量控制情况下的发动机喷管摆动等,弹体最终的动态性能是这些运动的复合。",T
"将导弹运动微分方程用小扰动法写出后,方程中这些微小增量的二次以上高阶项可以忽略,这样就使以扰动量为基本运动参量的运动微分方程变为常系数微分方程。",F
"从保持和改变导弹姿态这一点来说,导弹的稳定和控制是矛盾的;而从保证导弹沿基准弹道飞行这一点来说,它们又是一致的。",T
"舵回路中包含测速发电机和位置传感器,其中,测速发电机测得舵面偏转角速度,反馈给放大器,以实现一定的控制信号对应一定的舵偏角。",F
通常作用在导弹上的力可表示为重力、发动机推力和空气动力的合力。,T
"在直角坐标控制系统中,导弹的控制力是由两个互相垂直的分量组成,制导设备中的导引系统测出沿两个坐标轴的偏差形成两路控制信号,一路是俯仰方向的信号,一路是滚转方向的信号。",F
"空气舵的时间常数比直接力横向喷流装置要大,因此采用气动力控制可以取得比直接力控制更高的控制精度。",F
推力矢量控制系统的性能可以从喷流偏转角度、侧向力系数、轴向推力损失、驱动力等四个方面进行描述。,T
导弹的制导系统只能在飞行初始阶段发挥作用。（  ）,F
所有导弹都必须有战斗部。（  ）,T
火箭发动机是导弹唯一的动力装置类型。（  ）,F
导弹按射程分类是绝对固定的，不会因技术发展等因素改变。（  ）,F
寻的制导导弹一定能准确命中目标。（  ）,F
导弹弹体外形设计对飞行性能没有影响。（  ）,F
陆基发射的导弹生存能力都比海基发射的导弹弱。（  ）,F
导弹的战斗部装药越多，爆炸威力就越大。（  ）,F
制导系统中的测量装置获取的数据越精确，导弹制导精度就一定越高。（  ）,F
所有导弹都需要发射平台。（  ）,T
"从地面坐标系到弹道坐标系的变换矩阵为两次旋转对应的基元旋转矩阵的乘积, 相乘的顺序与坐标轴旋转顺序相同, 就是后得到的基元旋转矩阵右乘先得到的基元旋转矩阵。",F
"对于洲际战略导弹, 在建立导弹运动数学模型时, 可以将地面坐标系当做惯性坐标系。",F
"在实际飞行过程中, 随着制导控制系统精度的提高, 误差会逐渐减小, 最终保持为零, 所以理想控制关系方程是实际存在的。",F
"地面坐标系和速度坐标系的坐标轴既不共线, 也不共面, 所以它们之间的相对位置需要用三个参数来确定。",F
俯仰力矩、偏航力矩和滚转力矩是空气动力相对于导弹质心的力矩。 正确答案: 第16题 判断题 （1分）对于垂直发射地空导弹的垂直上升段，可以基于四元数法建立导弹的姿态运动学模型。 正确答案: 第17题 判断题 （1分）角度关系方程的形式不是唯一的。 正确答案: 第18题 判断题 （1分）为保证导弹沿预定的弹道飞行，导弹的需用过载应当大于可用过载。,F
求解得到导弹质心运动方程组得到的运动状态实际上都是运动参数的瞬时值。,F
有效发射区是指理想弹道所要求的法向加速度值大于导弹可用法向加速度值。,F
"采用三点法引导的导弹, 对攻击高空目标较为有利。( ) #",F
追踪法导引是指导弹的弹头方向指向目标的一种方法。,F
三点法中的等法向加速度曲线是导弹和目标的加速度相等的曲线。( ),F
有效发射区是指理想弹道所要求的法向加速度值大于导弹可用法向加速度值。( ),F
"采用三点法引导的导弹, 对攻击高速目标较为有利。( )",F
比例导引法具有弹道前弯后直、命中过载易受影响、工程应用广泛等特点。,T
寻的制导系统的制导指令通常仅需要考虑理想弹道要求的参数与导引头观测的导弹运动参数的误差。,F
主动式雷达导引头有一部直波接收机。( ) #,F
雷达导引头中的逻辑控制和管理器主要完成制导信息的处理。( ) #,F
雷达导引头中的指令形成装置所产生的指令送给了天线伺服机构。( ),F
寻的制导系统的制导指令通常仅需要考虑理想弹道要求的参数与导引头观测的导弹运动参数的误差。( ),F
"预定回路是一个典型的速度控制系统, 从结构组成上它是由两个结构基本相同又互相独立的方位和俯仰回路组成。",F
"当导引头对准目标时, 目标像点位于调制盘中心盲区, 此时无有效信号输出。",T
"对于大面积的背景辐射, 需要在整个周期内保持调制盘的透过率为恒定值, 也就是等面积原则。",F
"探测器通常由光敏电阻制成, 既能敏感像点能量大小, 又能敏感像点位置变化。",F
"定轴性和进动性是陀螺仪的固有属性, 无论陀螺仪转子是否高速转动, 都有此性质。",F
"一般通过三次转动可以使空间任意两个坐标系重合, 每次转动可以的到一个姿态变换矩阵, 将这三个姿态变换矩阵依次右乘就得到了总的姿态变换矩阵。",F
平台式惯性导航系统是将敏感器件直接固联在载体上的一种惯性导航方式。,F
"在形成允许截获标志之后, 控制算法根据中制导段计算的导弹目标运动参数, 给出目标相对导弹的距离、速度和加速度信息, 导引头根据目标粗略方位角进行搜索。",F
"从技术角度出发, 多模复合方案遵循的原则是各模式的工作频率在电磁频谱上相距越近越好。",F
"稳定回路的主要功能是稳定导弹在空间的质心运动, 稳定导弹的动态特性 和静态特性。",F
"将导弹运动微分方程用小扰动法写出后, 方程中这些微小增量的二次以上高阶项可以忽略, 这样就使以扰动量为基本运动参量的运动微分方程变为常系数微分方程。",F
"空气舵的时间常数比直接力横向喷流装置要大, 因此采用气动力控制可以取得比直接力控制更高的控制精度。",F
尾翼为  A升力部件B稳定部件C  控制部件,B
气动力规范表达式中的参考面积、参考长度  A参考面积只能为导弹截面积，参考长度可任选  B参考面积可任选，参考长度只能为导弹长度C参考面积只能为截面积，参考长度只能为导弹长度D均可任选,D
弹体正侧滑角，对应的侧力为  A正B负C不确定,B
升降舵上偏转，对应的俯仰操纵力矩为  A正B负  C不确定,A
弹体正攻角，对应的升力为  A正B负C不确定,A
二自由度陀螺测量导弹的姿态角，利用了陀螺的特性A  定向性  B 进动性  C 稳定性  D 陀螺力矩,A
远程弹道导弹上的陀螺稳定平台上加速度计测量值，是相对  A发射系  B 弹体系  C 惯性系  D 地心系,C
利用天文导航确定导弹的经纬度至少需要________颗恒星的星历信息，  以确定相应的星球高度角。  A 1 B 2 C 3 D 4,B
对于一些小直径导弹，舵机输出轴可与空气舵铰链轴连接，这类舵机为A液压舵机B气动舵机C电动舵机,C
中远程弹道导弹的弹身结构为  A 硬壳式 B 半硬壳式  C  整体壁板式,B
亚声速巡航导弹的弹翼结构通常为  A 骨架蒙皮式弹翼 B 整体壁板式 C    蜂窝夹层式,A
骨架蒙皮式蝉翼的主要受力构件为  A 纵墙  B 翼梁  C  桁条  D翼肋,B
弹体外形气动效率的评价指标为  A高升力  B低阻力  C高升阻比,C
平面“一”字形布局适合  A弹道导弹B地空导弹C空空导弹D亚音速巡航导弹,D
弹道导弹、地空导弹，反舰导弹采用  A正常式布局B平面一字型布局C鸭式布局D无尾式布局,A
“X”形布局比“+”字形布局的操纵效率  A高B低  C 不确定,A
弹身直径是一个重要的设计参数，考虑的因素有A阻力B战斗部直径C导引头探测距离和分辨率D发动机直径限制E发射装置约束F导弹结构刚度,A
为兼顾头部的气动阻力和电磁特性两因素，超音速导弹头罩的长细比范围大致为  A 1~2  B 2~3  C  3~4  D 4~5,B
大气层外反导反卫的头罩长细比理论最优值为  A 0.5 B 1 C 2 D 3,A
头罩误差斜率的影响体现在测量  A 导弹俯仰角速率 B 目标视线角 C 导弹弹道倾角 D 导弹弹道偏角,B
高超音速飞行器，当动压为250KPa时，升力体弹身与圆柱体弹身的升阻比相比  A 升力体远大于圆柱体 B 升力体接近圆柱体  C升力体远小于圆柱体,B
圆柱体弹身的压心位于鼻锥长度的 _______ 处。  A 43% B 53% C 63% D 73%,C
机动性的度量指标为  A极限攻角  B 过载 C 飞行速度 D 升力,B
要使正常式布局静稳定弹体的攻角由零变为-5度（低头），则升降舵必须  A向上偏转直到配平攻角B向下偏转直到配平攻角C先向下，再向上偏转直到配平攻角D先向上，再向下偏转直到配平攻角,B
正常式布局的静不稳定弹体，舵的有效攻角  A小于弹体攻角B大于弹体攻角C等于弹体攻角,B
BTT机动时，为减小气动耦合，协调指令为  A攻角为零B侧滑角为零C倾侧角为零D方向舵偏角为零,B
为保证主通道控制的稳定性和精度，要求该通道所受到的耦合和干扰力矩最大为可用操纵力矩的  A 10% B 20% C 40% D 50%,B
导弹的控制坐标系通常为A舵的安装坐标系B弹体坐标系C速度坐标系D发射惯性系,B
等效舵偏角的计算是依据  A操纵力矩等效原则B操纵力等效原则C攻角等效原则D侧滑角等效原则,A
"假设弹体结构振动固有频率为WB，伺服机构驱动器固有频率为WA，姿态控制系统频率为WC，制导系统频率为WG，部位安排，它们之间不能重叠，要错开，而且大小排列约束为 
 A WA>WB>WC>WG 
B WB>WA>WC>WG 
C WC>WB>WG>WA 
D WB>WC>WA>WG",B
发动机部门需要从总体部门获得的主要输入参数是 ，其它为参考约束。  A 总冲和平均推力 B 发动机质量 C 发动机长度 D 发动机直径,A
发动机比冲最小的是  A固体火箭发动机B火箭冲压发动机C涡轮喷气发动机D涡轮涡扇喷气发动机,A
加速性能最好的是A固体火箭发动机B火箭冲压发动机C涡喷发动机D涡扇发动机,A
远程弹道导弹采用的推进剂一般为  A双基推进剂DBB改性双基推进剂CMDC复合推进剂CPD黑火药,C
端羟基聚丁二烯推进剂属于  A双基推进剂DBB改性双基推进剂CMDC复合推进剂CP  D 黑火药,C
双基推进剂多被火箭弹等批量战术导弹采用，比冲大致为  A 220s~240s B 240s~260s C 260s~280s D 280s~300s,A
发动机内壁隔热性能最好的药形为  A 端面燃烧装药  B内外燃装药C星形装药,C
弹道导弹的起飞推重比或平均推重比，太小则加速性能不好，太大则发动机的结构质量偏大，较为合理的初始估值可为  A1~2 B3~5 C8~10 D11~13,B
弹道导弹弹道设计为满足落点经纬度的等式约束，常用的有效数值处理方法是  A单纯形法B复合形法C网格法D牛顿法,D
导弹做BTT机动时，理论上  A导弹侧滑角为零B导弹俯仰角为零C导弹偏航角为零D导弹滚动角为零,A
导弹的基本组成部分不包括以下哪项？（  ） A. 战斗部  B. 动力装置  C. 机翼  D. 制导系统,C
以下哪种制导方式精度最高？（  ） A. 惯性制导  B. 寻的制导  C. 遥控制导  D. 复合制导,B
导弹按射程分类，中程导弹射程一般为（  ） A. 1000 - 3000 千米  B. 3000 - 8000 千米  C. 8000 - 10000 千米  D. 10000 千米以上,A
导弹的动力装置主要是为了提供（  ） A. 飞行姿态调整  B. 升力  C. 推进力  D. 稳定力矩,C
下列哪种导弹属于防空导弹？（  ） A. 东风 - 17  B. 红旗 - 9  C. 长剑 - 10  D. 鹰击 - 8,B
导弹制导系统的核心是（  ） A. 测量装置  B. 计算装置  C. 导引装置  D. 控制装置,C
导弹的战斗部按作用原理可分为（  ） A. 常规战斗部和核战斗部  B. 爆破战斗部和杀伤战斗部  C. 聚能战斗部和破片战斗部  D. 化学战斗部和生物战斗部,C
导弹发射方式中，陆基发射井发射的优点不包括（  ） A. 生存能力强  B. 反应速度快  C. 便于维护  D. 可搭载大型导弹,B
导弹飞行过程中，能实时修正飞行轨迹的是（  ） A. 初制导  B. 中制导  C. 末制导  D. 全程制导,B
以下哪种导弹可用于对陆攻击？（  ） A. 鱼叉导弹  B. 战斧导弹  C. 响尾蛇导弹  D. 海红旗 - 7,B
弹道倾角和弹道偏角表征了弹道坐标系和( )之间的位置关系。 A. 地面坐标系  B. 执行坐标系  C. 弹道坐标系  D. 速度坐标系,A
"在研究质心动力学问题时,将矢量方程投影到( )最方便。 A. 地面坐标系  B. 弹体坐标系  C. 弹道坐标系  D. 速度坐标系",C
质心运动学方程表征的是( )的关系。 A. 导弹姿态角与角速度  B. 导弹姿态角与导弹位置  C. 导弹姿态角与导弹速度  D. 导弹位置与导弹速度,D
"对于面对称导弹,为了降低控制系统的复杂度,通常保持( )通道稳定。 A. 俯仰  B. 偏航  C. 滚转  D. 高低",B
过载矢量沿弹体坐标系纵轴的投影叫做( )。 A. 切向过载  B. 法向过载  C. 纵向过载  D. 横向过载,C
平行接近法是指( )在空间保持平行移动的一种制导方法。 A. 导弹速度指向  B. 弹目连线  C. 目标速度方向,B
比例导引法是指导弹飞行过程中速度矢量的转动角速度与( )成比例的一种导引方法。 A. 弹目连线角  B. 弹轴速度转动角速度  C. 视线的转动角速度,C
比例导引法中比例系数选择一般的区间范围是( )。 A. 3到6  B. 1到无穷大  C. 5到8,A
"攻击禁区是指( )的区域,在此区域内导弹无法沿要求的导引弹道飞行。 A. 需用法向过载超过极限过载  B. 可用法向过载超过需用法向过载  C. 需用法向过载超过可用法向过载",C
"TVM制导系统中,对目标的辐射信号来源是( )。 A. 导弹导引头  B. 地面控制站",B
"在( )寻的制导中,制导站起到选择目标、发射导弹的作用,还起到提供照射目标能源的作用。 A. 被动式  B. 半主动式  C. 主动式",B
"( )的主要作用是调节接收机的动态范围,以保证对回波信号进行有效的放大。 A. 自动增益控制电路  B. 变频器  C. 检波器",A
"在调制盘设计过程中,采用径向变幅调制是为了测量目标像点的( )。 A. 失调量  B. 方位角  C. 辐射能量  D. 辐射波长",A
"在调制盘设计过程中,设置起始标志是为了测量目标像点的( )。 A. 失调量  B. 方位角  C. 辐射能量  D. 辐射波长",B
微机电陀螺仪测角原理是( )。 A. 牛顿力学定律  B. 萨格奈克效应  C. 哥式效应  D. 多普勒效应,C
下面哪一项不属于多模复合寻的制导系统的主要优点。( ) A. 提高制导系统的抗干扰能力  B. 提高寻的制导的精度  C. 提高制导系统性价比,C
"代表弹体( )参数的弹体质量、转动惯量、质心位置等,在导弹飞行过程中会随着推进剂的消耗不断发生变化。 A. 结构特征  B. 空气动力",A
"( )是采用伺服机构去转动主升力面的一种控制方法,是一种低效率的方法,因它是用小的力臂去产生一个大的法向力。 A. 尾控制面  B. 前控制面  C. 旋转弹翼",C
导弹具有较高制导精度的是因为其具有 ( ) ）。A动力系统B引战系统C制导系统D弹体系统,C
导弹的控制系统也称为( ) ）。A稳定回路B制导回路C探测回路,A
导弹的控制系统也称为 ( ) ）。A稳定回路B制导回路C探测回路,A
复合制导可分为串联复合、并联复合、( ) )三种类型。A 导引头复合 B 串并联复合 C 模式复合,B
"导弹的升力可以看成是弹簧、弹身、尾翼和舵面等部件产生的升力之和, 其中 ( ) )是产生升力的主要部件。 A 弹翼 B 弹身 C 尾翼 D 舱面",A
"对于轴对称导弹, 惯性张量矩阵只有主对角线上的元素不为零, 其他元素均为零。 正确答案: 第2题 单选题 （1分）在研究质心动力学问题时，将矢量方程投影到（ ）最方便。A地面坐标系B弹体坐标系C弹道坐标系D速度坐标系",C
"在研究绕质心转动的动力学问题时, 将矢量方程投影到 ( ) )最方便。A 地面坐标系B 弹体坐标系C 弹道坐标系D 速度坐标系",B
绕质心转动的运动学方程表征的是 ( ) )的关系。A 导弹姿态角与角速度B 导弹姿态角与导弹位置C 导弹姿态角与导弹速度D 导弹位置与导弹速度,A
"四个坐标系之间的位置关系用 8 个角度来表征, 这 8 个角度中有 ( ) ）个是独立的。A5B6C7D8",A
"对于轴对称导弹, 为了降低控制系统的复杂度, 通常保持 ( ) )通道稳定。 A 俯仰B 偏航C 滚转D 高低",C
导弹按给定的弹道飞行时所需要的法向过载叫做 ( ) ）。A可用过载B需用过载C极限过载D合成过载,B
下列坐标系属于固定坐标系的有 ( ) ）。A地面坐标系B弹体坐标系C弹道坐标系D速度坐标系,A
速度滚转角表征了弹道坐标系和 ( )之间的位置关系。A地面坐标系B执行坐标系C弹道坐标系D速度坐标系,D
"导弹的升力可以看成是弹簧、弹身、尾翼和舵面等部件产生的升力之和, 其 中（ )是产生升力的主要部件。A 弹翼 B 弹身 C 尾翼 D 舱面",A
"在研究质心动力学问题时, 将矢量方程投影到 ( ) )最方便。A 地面坐标系B 弹体坐标系C 弹道坐标系D 速度坐标系",C
过载矢量沿速度坐标系纵轴的投影叫做 ( ) ）。A切向过载B法向过载C纵向过载D横向过载,A
"采用追踪法引导时, 考虑到命中点过载, 导弹能够命中目标, 弹目速度比应该满足条件是 ( ) 1)。AP大于等于1且P小于2BP大于等于2且P小于3CP大于等于0.5。",A
"平行接近法指的是导弹在攻击目标的过程中, ( ) )在空间保持平行移动的一种方法。A 弹目连线 B 导弹速度矢量 C 导弹弹体",A
"采用平行接近法引导时, 导弹的需用法向过载 ( ) ）目标的机动过载。A 大于 B 等于 C 小于",C
以下属于平行接近法特点的是 ( ) ）。 A 弹道平直 B 弹道弯曲 C 工程易实现,A
比例导引法是指导弹飞行过程中导弹速度转动角速度与 ( ) )成比例的一种导引方法。A 视线角 B 视线角速度 C 目标角速度,B
"采用比例导引法拦截目标时, 其弹道特点是 ( ) ）。A前弯后直B前直后弯",A
"采用比例导引法拦截时, 对比例系数 $\mathrm{K}$ 要求是 ( ) A B C",A
三点法是指导弹在攻击目标过程中始终位于 ( ) )的连线上。 A 制导站和目标 B 坐标原点和目标 C 导弹和目标,A
"采用三点法尾追拦截目标时, 导弹的过载变化是 ( )。A 由大变小 B 由小变大",A
"三点法攻击禁区是指, ( ) ), 导弹无法沿要求的导引弹道飞行, 因而不能命中目标。A 需用法向过载将超过可用法向过载 B 可用法向过载将超过需用法向过载 C 可用法向过载等于需用法向过载",A
"从攻击禁区角度考虑, 设计三点法引导的导弹时, 其可用过载应尽可能 ( )。A 小 B 大",A
"采用追踪法引导时, 考虑到命中点过载, 导弹能够命中目标, 其弹目速度比满足条件是 ( )。A P 大于等于 1 且 P 小于 2 B P 大于等于 2 且 P 小于 3 C P 大于等于 0.5 且 P 小于 2",A
比例导引法是指导弹飞行过程中速度矢量的转动角速度与 ( )成比例的一种导引方法。 A 弹目连线角 B 弹轴速度转动角速度 C 视线的转 动角速度,C
"采用三点法尾追拦截目标时, 导弹的过载变化是 ( ) ）。A由大变小B由小变大",A
"采用无线电指令制导时, 其控制导弹的指令是由 ( ) )产生。A导弹B控制站",B
"采用无线电指令制导时, 其控制导弹的指令是由 ( ) )产生。 A 导弹 B 控制站",B
"TVM 制导系统中, 对目标的辐射信号来源是 ( ) )。A导弹导引头B地面控制站",B
"无线电寻的制导的导弹在制导过程中, 观测和跟踪目标、形成控制指令以及操纵导弹飞行, 都是由 ( ) )完成的。A弹上设备B制导雷达C指挥控制系统",A
雷达导引头接收系统将天线接收到的微弱回波信号加以放大并变换成 ( )，送给其他设备。A 高频信号 B 中频信号 C 视频信号,C
无线电寻的制导系统信号处理的基本任务是检测目标信号、提取制导信息和 ( ) ）。 A 控制导引头天线 B 形成控制指令 C 控制导弹飞行,B
"雷达导引头所需要的制导信息主要有弹目相对速度、距离和弹目视线转动角速度, 这些信息包含在 ( ) ）之中。A制导雷达的照射信号B导引头发射的信号C导引头接收的回波信号",C
雷达导引头伺服控制系统由 ( ) (2)和指令形成电路等组成。A 舱回路、稳定回路、制导回路 B 预定回路、稳定回路、角跟踪回路,B
"导引头都有一个实现回波天线指向角预先装定的回路, 这个回路称之为 ( )。A 预定回路 B 制导回路 C 搜索跟踪回路",A
"无线电寻的制导的导弹在制导过程中, 观测和跟踪目标、形成控制指令以及操纵导弹飞行, 都是由 ( ) ）完成的。A弹上设备B制导雷达C指挥控制系统",A
"雷达导引头接收系统将天线接收到的微弱回波信号放大并变换成 ( ) ), 送给其他设备。A 高频信号 B 中频信号 C 视频信号",C
"雷达导引头所需要的制导信息主要有弹目相对速度、距离和弹目视线转动角速度, 这些信息包含在 ( ) (2) 之中。A 制导雷达的照射信号 B 导引头发射的信号 C 导引头接收的回波信号",C
雷达导引头中完成导引头逻辑信号管理的装置是 ( ) ）。A惯性测量装置B指令形成装置C逻辑控制和管理器D接收机,C
"实现红外信号调制的方法是在 ( ) (1)前面加入一个调制器, 通过旋转实现对像点的调制。A 主反射镜 B 次反射镜 C 反探测器 D 调制盘",C
"当背景干扰形成的像点面积较小时, 可以通过采用 ( ) (1) 调制盘提高空间滤波能力。A 全辐条式 B 半辐条式 C 半透明式 D 棋盘格式",D
"当像点开始向调制盘边缘移动时, 失调量 ( )。A 增大 B 减小 C 不变",A
"在调制盘设计过程中, 设置起始标志是为了测量目标像点的 ( ) ）。A失调量B方位角C辐射能量D辐射波长",B
"当背景干扰形成的像点面积较小时, 可以通过采用 ( ) )调制盘提高空间滤波能力。A 全辐条式 B 半辐条式 C 半透明式 D 棋盘格式",D
中末制导的导引头交班包括 ( )。A 距离交班、角度交班和角速度交班 B 距离交班、角度交班和速度交班 C 距离交班、速度交班和加速度交班,B
中末制导弹道交接班的一阶平滑过渡是指在交接处保证两弹道的 ( )方向一致。A 速度 B 加速度 C 角度,A
中末制导交接班的任务主要是完成 ( ) ）交接班和（ (2) 交接班。A 导引头、弹道 B 制导雷达、导引头 C 导弹、目标,A
"共用孔径法是指参与复合的各传感器 ( ) ), 形成共用孔径。A 分别使用各自的孔径 B 探测孔径合成统一体",B
多模复合制导是指由多种模式的 ( ) )参与制导，共同完成导弹的寻的任务。A制导雷达B控制系统C导引头,C
中末制导交接班的任务主要是完成 ( ) (2)的交接班。A 导引头、弹道B 制导雷达、导引头C 导弹、目标,A
中末制导的导引头交班包括 ( ) ）。A距离交班、角度交班和角速度交班B距离交班、角度交班和速度交班C距离交班、速度交班和加速度交班,B
中末制导弹道交接班的一阶平滑过渡是指在交接处保证两弹道的 ( ) )方向一致。A 速度 B 加速度 C 角度,A
"多模复合制导是指由多种模式的 ( ) (2) 参与制导, 共同完成导弹的寻的任务。A 制导雷达 B 控制系统 C 导引头",C
下面哪一项不属于多模复合寻的制导系统的主要优点。( ) A 提高制导系统的抗干扰能力 B 提高寻的制导的精度 C 提高制导系统性价比,C
弹体环节的运动微分方程是一组 ( ）、三维联立的微分方程组。A非线性、变系数B线性、常系数C非线性、常系数,A
"导弹稳定控制系统, 即稳定回路, 是指 ( ) (2)构成的闭合回路。A 自动驾驶仪与弹体 B 导引头与目标",A
自动驾驶仪的功能是 ( ) )导弹的飞行。A 引导和控制 B 稳定和控制,B
"以气动力控制导弹为例, 导弹稳定控制系统包括 ( ) (2)两个回路。A 舱回路和稳定回路 B 制导回路和稳定回路",A
"在舵回路中, 引入内反馈改善舵机的性能, 其中, ( ) (2)测得舵面偏转角速度, 反馈给放大器, 以增大舵回路的阻尼, 改善舵回路的动态性能。A 位置传感器 B 测速发电机",B
"导弹的一对舵面由舵机操作反向偏转时, 使导弹 ( ) ），则这对舵面起副翼作用，叫副翼舵。A俯仰运动B偏航运动C绕纵轴滚动",C
"在极坐标控制系统中, 误差信号是以极坐标的形式送给弹上控制系统, 通常的方法是把相位信号作为 ( ) )指令，使弹体从垂直面起滚动一个相位角，然后用导弹的俯仰舵操纵导弹做与幅值信号相对应的机动。A滚转B偏航C俯仰",A
"横向喷流装置的前后配置方式是将两套横向喷流装置分别安放在导弹的头部和尾部, 可以实现 ( ) ）。 A 力操纵 B 力矩操纵 C 力操纵和力矩操纵",C
弹体环节的运动微分方程是一组 ( 1)、三维联立的微分方程组。A 非线性、变系数 B 线性、常系数 C 非线性、常系数,A
"以气动力控制导弹为例, 导弹稳定控制系统包括 ( ) )两个回路。A 舱回路和稳定回路 B 制导回路和稳定回路",A
"横向喷流装置的前后配置方式是将两套横向喷流装置分别安放在导弹的头部和尾部, 可以实现 ( ) ）。A力操纵B力矩操纵C力操纵和力矩操纵",C
导弹由多个分系统组成，不属于导弹的分系统？ A. 战斗部系统  B. 着陆系统  C. 推进系统  D. 结构系统,B
弹体结构的重量一般占导弹起飞重量的百分之多少？ A. 6%~10%  B. 10%~15%  C. 16%~20%  D. 20%~24%,C
产生导弹飞行时所需升力的部件是哪个？ A. 弹翼  B. 操纵面  C. 稳定面  D. 舵,A
导弹研制过程中，初样阶段属于哪一阶段？ A. 设计定型阶段  B. 方案阶段  C. 工程研制阶段  D. 生产定型阶段,C
导弹结构设计工作的主要内容是在何阶段完成的？ A. 正样阶段  B. 方案阶段  C. 试样阶段  D. 初样阶段,D
在方案设计阶段，导弹结构设计的内容不包含哪项？ A. 提出结构设计方案  B. 完成结构的总体设计  C. 完成全套可供生产的工程图  D. 结构方案设计的论证与评审,C
导弹的阻力X与升力Y是其空气动力在什么坐标系中的分力？ A.体坐标系  B.速度坐标系  C.发射坐标系,B
为了便于进行结构分析，我们通常将空气动力简化到哪个坐标系？ A.体坐标系  B.速度坐标系  C.发射坐标系,A
过载系数是导弹所承受的哪种力与导弹重力之比？ A.全部力的合力  B.全部表面力的合力  C.全部质量力的合力  D.全部局部力的合力,B
导弹水平匀速飞行时，过载系数为多少？ A.0  B.-1  C.9.8  D.1,D
导弹机动飞行时，哪种舵偏转方式下最大过载系数最大？ A.舵急偏  B.舵瞬偏  C.舵平稳偏,B
阵风对导弹的哪两类过载影响较大？ A.轴向和侧向  B.轴向和法向  C.法向和侧向  D.轴向、法向和侧向,C
确定典型弹道时，按需用过载最大的观点，应选择哪种弹道？ A.最大射高、最大射距  B.最小射高、最小射距  C.最大射高、最小射距  D.最小射高、最大射距,C
沿弹道选择设计情况时，弹道上的特征点一般不包括哪项？ A.级间分离点  B.最大升力点  C.最大速度点  D.机动飞行终点,C
内力计算分站点的取法可从哪三个方面考虑？ A.计算特征点、分段长度不过长、考虑载荷分布情况  B.计算特征点、考虑载荷分布情况、采用分支梁  C.计算特征点、分段长度不过长、采用分支梁  D.考虑载荷分布情况、分段长度不过长、采用分支梁,B
以下哪类载荷属于周期力函数性质激励？ A.发动机压力脉动、液固耦合引起的纵向振动、机动飞行  B.运输振动、发动机压力脉动、液固耦合引起的纵向振动  C.贮箱液体晃动、发动机压力脉动、液固耦合引起的纵向振动  D.气动噪声、液固耦合引起的纵向振动、运输振动,B
关于载荷综合设计，哪项说法正确？ A.静力载荷与动力载荷可分开考虑  B.各种动力载荷需要相叠加  C.风激振动会减弱尾翼抖振运动  D.过大的气动载荷不会改变振动节点位置,C
在使用载荷作用下，导弹主要结构元件的应力不超过材料的哪一极限？ A.屈服极限  B.强度极限  C.持久极限  D.比例极限,D
导弹结构设计中，考虑材料疲劳与永久变形的安全系数一般怎样？ A.大于1  B.等于1  C.不小于1  D.小于1,D
导弹结构分析是指哪一项？ A.导弹结构力学特征分析和内力计算  B.导弹结构外力计算和内力计算  C.导弹结构力学特征分析和在已知载荷下的响应计算  D.导弹结构外力计算和在已知载荷下的响应计算,C
以下选项中不属于金属材料常用的强度判别准则的是哪一项？ A.最大剪应力准则  B.等效应力准则  C.最大拉应力准则  D.Hill-Hsai强度准则,D
确定导弹结构分析计算模型的基本原则不包括哪一项？ A.计算模型应正确反映结构的实际特性  B.模型应与实际结构完全一致  C.模型应与计算工具和计算方法相适应  D.模型应与分析目的相适应,B
导弹结构动态固有特性与下列哪项无关？ A.动载荷  B.质量分布  C.刚度分布  D.阻尼分布,A
